List;Item;Order;TargetWord;Sentence;CritWord;SentType;Question;;;;;;;;;;
3;33;verb-first;correct;Johan ontdekte dat de HAVO eigenlijk te moeilijk voor hem was, want hij liep op zijn tenen het afgelopen jaar.;tenen;exp;NA;;;;;;;;;;
3;34;verb-first;correct;Groningen zal geen last meer hebben van die pyromaan, want hij liep tegen de lamp dinsdagavond.;lamp;exp;NA;;;;;;;;;;
3;35;verb-first;correct;Het was dom van de minister om de omstreden Betuwelijn zo te prijzen, want hij gooide olie op het vuur daardoor.;vuur;exp;NA;;;;;;;;;;
3;36;verb-first;correct;Uiteindelijk bekende de dief toch schuld, want de agent lokte hem uit zijn tent in de verhoorkamer.;tent;exp;NA;;;;;;;;;;
3;37;verb-first;correct;Na lang twijfelen deed Sara toch mee, want Steven trok haar over de streep met zijn argumenten.;streep;exp;NA;;;;;;;;;;
3;38;verb-first;correct;Uiteindelijk wist de rechercheur alles van de verdachte, want hij nam hem onder de loep in zijn onderzoek.;loep;exp;NA;;;;;;;;;;
3;39;verb-first;correct;Na het overlijden van zijn ouders hoefde David niet naar een pleeggezin, want opa nam hem onder zijn vleugels gelukkig.;vleugels;exp;NA;;;;;;;;;;
3;40;verb-first;correct;Kristel vond dat Paul haar te weinig uitdaagde, want hij praatte haar naar de mond elke keer.;mond;exp;NA;;;;;;;;;;
3;41;verb-first;correct;Het was duidelijk dat de directeur Stefans gespijbel ontdekt had, want hij riep hem op het matje maandagochtend.;matje;exp;NA;;;;;;;;;;
3;42;verb-first;correct;De selectieprocedure was erg streng, want de toelatingscommissie scheidde het kaf van het koren voor die opleiding.;koren;exp;NA;;;;;;;;;;
3;43;verb-first;correct;Nadia schrok van Hendriks boze reactie, want hij schoot uit zijn slof vanuit het niets.;slof;exp;NA;;;;;;;;;;
3;44;verb-first;correct;Het was onmogelijk dat Michelle nog moe was, want ze sliep een gat in de dag zondag.;dag;exp;NA;;;;;;;;;;
3;45;verb-first;correct;Aljan kon Aïda al niet meer versieren, want Michiel sloeg haar aan de haak vorige week.;haak;exp;NA;;;;;;;;;;
3;46;verb-first;correct;Bas ontdekte dat zijn conditie erg slecht was, want hij snakte naar adem na de hardlooptraining.;adem;exp;NA;;;;;;;;;;
3;47;verb-first;correct;Alita omschreef Lisa als opvliegend, want ze sprong uit haar vel bij het minste of geringste.;vel;exp;NA;;;;;;;;;;
3;48;verb-first;correct;Tijdens de verhuizing kon Nico Merel goed gebruiken, want ze stak haar handen uit de mouwen bij het inpakken.;mouwen;exp;NA;;;;;;;;;;
3;49;verb-first;correct;Tessa wilde nooit meer in dat rare T-shirt gymmen, want ze stond voor aap tijdens de les.;aap;exp;NA;;;;;;;;;;
3;50;verb-first;correct;Het was duidelijk dat juf Cindy geen treitergedrag duldde, want ze tikte pestkoppen op de vingers in de klas.;vingers;exp;NA;;;;;;;;;;
3;51;verb-first;correct;Meester besloot Chris geen straf te geven, want hij streek met de hand over het hart voor een keertje.;hart;exp;NA;;;;;;;;;;
3;52;verb-first;correct;Simon vond de service bij de Belastingdienst waardeloos, want ze stuurden hem van het kastje naar de muur zoals gewoonlijk.;muur;exp;NA;;;;;;;;;;
3;53;verb-first;correct;Het vraagstuk over de zorgverzekeringen leek complex te zijn, want de minister tastte in het duister bij het debat.;duister;exp;NA;;;;;;;;;;
3;54;verb-first;correct;Hanna kon blijkbaar niet met geld omgaan, want haar spaargeld verdween als sneeuw voor de zon tijdens de uitverkoop.;zon;exp;NA;;;;;;;;;;
3;55;verb-final;correct;Voor Romy voelde het kennismakingsgesprek als een verhoor, omdat de bedrijfsleider haar het hemd van het lijf vroeg gisteren.;lijf;exp;NA;;;;;;;;;;
3;56;verb-final;correct;In het leger deelde de commandant bevelen uit, omdat hij de touwtjes in handen had op de kazerne.;handen;exp;NA;;;;;;;;;;
3;57;verb-final;correct;Sander zag dat iedereen zijn outfit misplaatst vond, omdat hij voor paal stond op het feestje.;paal;exp;NA;;;;;;;;;;
3;58;verb-final;correct;Na haar verhuizing heeft Frederik Tanja nooit weer gezien, omdat hij haar uit het oog verloor op den duur.;oog;exp;NA;;;;;;;;;;
3;59;verb-final;correct;Psychiatrische patiënten hebben het moeilijk in deze maatschappij, omdat ze buiten de boot vallen door hun aandoening.;boot;exp;NA;;;;;;;;;;
3;60;verb-final;correct;Joops vrienden wisten al lang dat hij op mannen viel, omdat hij uit de kast kwam op zijn zestiende.;kast;exp;NA;;;;;;;;;;
3;61;verb-final;correct;Piet vond het begin van die opdracht makkelijk, omdat de juf hem op weg hielp in de les.;weg;exp;NA;;;;;;;;;;
3;62;verb-final;correct;Florian baalde van zijn kledingkeus, omdat hij uit de toon viel met zijn slobbertrui.;toon;exp;NA;;;;;;;;;;
3;63;verb-final;correct;Laura had spijt dat ze niet eerder concertkaartjes had gekocht, omdat ze achter het net viste deze keer.;net;exp;NA;;;;;;;;;;
3;64;verb-final;correct;De verdachte kon de waarheid moeilijk verbergen, omdat de rechter hem aan de tand voelde over de zaak.;tand;exp;NA;;;;;;;;;;
3;65;verb-final;correct;Mohammed slaagde met gemak voor zijn wiskundetoets, omdat het een fluitje van een cent was met zijn rekenmachine.;cent;exp;NA;;;;;;;;;;
3;66;verb-final;correct;Lianne was enorm blij met Susans cadeau, omdat het een schot in de roos was van haar.;roos;exp;NA;;;;;;;;;;
3;67;verb-final;correct;Tijdens die moeilijke periode kon Angela niet zonder Gerrit, omdat hij een rots in de branding was voor haar.;branding;exp;NA;;;;;;;;;;
3;68;verb-final;correct;Saar vrolijkte Bastiaan altijd op, omdat zij het zonnetje in huis was binnen het gezin.;huis;exp;NA;;;;;;;;;;
3;69;verb-final;correct;Casper deed niets liever dan schaatsen, omdat hij in zijn element was op het ijs.;element;exp;NA;;;;;;;;;;
3;70;verb-final;correct;Hans was inmiddels overtuigd van Willemiens daadkracht, omdat ze spijkers met koppen sloeg bij de vergadering.;koppen;exp;NA;;;;;;;;;;
3;71;verb-final;correct;De scheidsrechter bestrafte de overtreding die achter hem plaatsvond niet, omdat hij hem over het hoofd zag uiteraard.;hoofd;exp;NA;;;;;;;;;;
3;72;verb-final;correct;De achtervolgde dief ging steeds harder rijden, omdat de politie hem op de hielen zat intussen.;hielen;exp;NA;;;;;;;;;;
3;73;verb-final;correct;Aletta probeerde Christiaan op te vrolijken, omdat hij in de put zat na zijn ontslag.;put;exp;NA;;;;;;;;;;
3;74;verb-final;correct;Op Moederdag verraste Tim zijn moeder, omdat hij haar in het zonnetje zette met bloemen.;zonnetje;exp;NA;;;;;;;;;;
3;75;verb-final;correct;Roos moest die deadline nu wel halen, omdat haar baas haar het mes op de keel zette vanmiddag.;keel;exp;NA;;;;;;;;;;
3;76;verb-final;correct;Jacob zal zich voorlopig niet weer zo misdragen, omdat Sterre hem op zijn nummer zette woensdagavond.;nummer;exp;NA;;;;;;;;;;
3;77;verb-final;correct;Auke moest Brechtje eigenlijk wel ten huwelijk vragen, omdat ze hem voor het blok zette tijdens Kerst.;blok;exp;NA;;;;;;;;;;
3;78;verb-final;correct;Meester merkte dat Sascha nogal verlegen was, omdat hij op de achtergrond bleef bij groepsactiviteiten.;achtergrond;exp;NA;;;;;;;;;;
3;79;verb-final;correct;Berend viel voor Johanna's zwoele blik, omdat die hem het hoofd op hol bracht met haar ogen.;hol;exp;NA;;;;;;;;;;
3;80;verb-final;correct;Muhammed Ali won de wedstrijd dankzij een schijnbeweging, omdat hij zijn tegenstander van de wijs bracht op die manier.;wijs;exp;NA;;;;;;;;;;
3;81;verb-final;correct;Danny zapte snel weg van die gruwelijke horrorfilm, omdat hij het in zijn broek deed zowat.;broek;exp;NA;;;;;;;;;;
3;82;verb-first;unrelated;Kyra kon steeds sneller haar veters strikken, want ze kreeg het in de meters dankzij die oefeningen.;meters;exp;NA;;;;;;;;;;
3;83;verb-first;unrelated;Gedurende haar studietijd gaf Desirée haar spaargeld nooit uit, want ze hield het achter de wijk voor later.;wijk;exp;NA;;;;;;;;;;
3;84;verb-first;unrelated;Carolien was de deadline voor het artikel nog niet vergeten, want ze hield hem in haar bediening al die tijd.;bediening;exp;NA;;;;;;;;;;
3;85;verb-first;unrelated;Roberta vond dat de advocaat haar verhaal verdraaide, want hij legde haar woorden in de stang in de rechtbank.;stang;exp;NA;;;;;;;;;;
3;86;verb-first;unrelated;Leon had in Amsterdam geen navigatie nodig, want hij kende de stad op zijn geweld inmiddels.;geweld;exp;NA;;;;;;;;;;
3;87;verb-first;unrelated;Myra zou oma's levenslessen niet vergeten, want ze knoopte ze in haar gebak zoals beloofd.;gebak;exp;NA;;;;;;;;;;
3;88;verb-first;unrelated;De taallessen waren volgens Jacques erg nuttig, want hij kreeg het Nederlands onder de boer na een tijdje.;boer;exp;NA;;;;;;;;;;
3;89;verb-first;unrelated;De wielrenners moesten voor de bergetappe goed uitgerust zijn, want ze kregen het voor hun grotten vandaag.;grotten;exp;NA;;;;;;;;;;
3;90;verb-first;unrelated;Seth ging niet mee naar het feestje, want hij kroop onder de rem om half tien.;rem;exp;NA;;;;;;;;;;
3;91;verb-first;unrelated;De handelaar in nepgoud werd opgepakt, want hij viel door de naam op een gegeven moment.;naam;exp;NA;;;;;;;;;;
3;92;verb-first;unrelated;Sela wist nooit wat ze morgen ging doen, want ze leefde bij de bom uit principe.;bom;exp;NA;;;;;;;;;;
3;93;verb-first;unrelated;De leraar baalde van zijn slecht voorbereide les, want het liep in het potlood dinsdagmiddag.;potlood;exp;NA;;;;;;;;;;
3;94;verb-first;unrelated;Dora betreurde dat ze dat internetbedrijf zomaar vertrouwd had, want ze liep in de kam van oplichters.;kam;exp;NA;;;;;;;;;;
3;95;verb-first;unrelated;De agent moest snel achter de bankrover aan, want hij maakte zich uit de taken met de buit.;taken;exp;NA;;;;;;;;;;
3;96;verb-first;unrelated;Ondanks zijn handicap reisde Job veel, want Abel nam hem op vrede overal naartoe.;vrede;exp;NA;;;;;;;;;;
3;97;verb-first;unrelated;De sollicitant kreeg weinig informatie over de functie, want de manager praatte over koetjes en toetjes tijdens het interview.;toetjes;exp;NA;;;;;;;;;;
3;98;verb-first;unrelated;Al snel wist iedereen dat Tijmen vader werd, want hij schreeuwde het van de pubers op zijn werk.;pubers;exp;NA;;;;;;;;;;
3;99;verb-first;unrelated;Vanavond had Rinus zijn diploma-uitreiking, want hij slaagde met vlag en deksel afgelopen donderdag.;deksel;exp;NA;;;;;;;;;;
3;100;verb-first;unrelated;Kees zag zichzelf als kostwinner, want hij bracht geld in het koopje de afgelopen jaren.;koopje;exp;NA;;;;;;;;;;
3;101;verb-first;unrelated;De commentator vond de tactiek van Ajax erg riskant, want ze speelden met worst tegen die club.;worst;exp;NA;;;;;;;;;;
3;102;verb-first;unrelated;Nadine moest constant aan de knappe Kenny denken, want ze stond in vuur en dijk na hun date.;dijk;exp;NA;;;;;;;;;;
3;103;verb-first;unrelated;De burgemeester had spijt van zijn schaamteloze uitspraken, want hij stond in zijn kind voor iedereen.;kind;exp;NA;;;;;;;;;;
3;104;verb-first;unrelated;Paulien vond de beoordeling van de groepsopdracht oneerlijk, want Sven streek met de lak van haar werk.;lak;exp;NA;;;;;;;;;;
3;105;verb-first;unrelated;Lara had de islam niet achterlijk mogen noemen, want ze trapte Zarek op zijn hoes met die opmerking.;hoes;exp;NA;;;;;;;;;;
3;106;verb-first;unrelated;Robert wist dat het bestuur geld verduisterde, want de kascommissie trok aan de vlek in maart.;vlek;exp;NA;;;;;;;;;;
3;107;verb-first;unrelated;De winkeldief kwam niet ver met zijn buit, want de agent vatte hem in de pomp bij de uitgang.;pomp;exp;NA;;;;;;;;;;
3;108;verb-first;unrelated;Zonder diploma kreeg Luuk geen baan of uitkering, want hij viel tussen wal en vaas kennelijk.;vaas;exp;NA;;;;;;;;;;
3;109;verb-final;unrelated;Aan de voornemens van Adriaan twijfelde Wilma nooit, omdat hij de daad bij het dorp voegde meestal.;dorp;exp;voornemens;;;;;;;;;;
3;110;verb-final;unrelated;Het volk had geen vertrouwen meer in de overheid, omdat Rutte zijn kop in het lied stak bij problemen.;lied;exp;overheid;;;;;;;;;;
3;111;verb-final;unrelated;Jeroen vond Tirza onuitstaanbaar, omdat ze hem de oren van het fruit kletste tijdens koffiepauzes.;fruit;exp;koffiepauzes;;;;;;;;;;
3;112;verb-final;unrelated;Tijdens carnaval was er altijd geluidsoverlast, omdat de feestgangers de boel op kralen zetten in veel steden.;kralen;exp;carnaval;;;;;;;;;;
3;113;verb-final;unrelated;De gemeente kon de wetswijziging eindelijk doorvoeren, omdat de kogel door de hulp was in het kabinet.;hulp;exp;kogel;;;;;;;;;;
3;114;verb-final;unrelated;De barbecue kon helaas niet doorgaan, omdat de regen roet in het geloof gooide zaterdagavond.;geloof;exp;roet;;;;;;;;;;
3;115;verb-final;unrelated;Het was niet erg dat Bobs zusje het kaartspel niet snapte, omdat ze voor spek en jurken meedeed met ons.;jurken;exp;kaartspel;;;;;;;;;;
3;116;verb-final;unrelated;Matthijs had in paniek zijn moeder gebeld, omdat hij met zijn handen in het bedrag zat na zijn wiskundetoets.;bedrag;exp;paniek;;;;;;;;;;
3;117;verb-final;unrelated;Sofia schrok nogal van Michaels plotselinge mededeling, omdat hij met de deur in rits viel eerlijk gezegd.;rits;exp;mededeling;;;;;;;;;;
3;118;verb-final;unrelated;Maria moest Arjen alleen opvoeden, omdat zijn vader haar in de doos liet na de geboorte.;doos;exp;geboorte;;;;;;;;;;
3;119;verb-final;unrelated;Het bleek dat Jolien op het juiste moment solliciteerde, omdat ze met haar neus in de herfst viel voor die baan.;herfst;exp;moment;;;;;;;;;;
3;120;verb-final;unrelated;Stijns ouders konden gerust een avondje uitgaan, omdat de oppas een oogje in het schema hield thuis.;schema;exp;oppas;;;;;;;;;;
3;121;verb-final;unrelated;Volgens Welmoed loog Thijs dat hij nooit bang was, omdat hij een held op molens was in werkelijkheid.;molens;exp;held;;;;;;;;;;
3;122;verb-final;unrelated;De Ajax-spelers liepen gespannen het stadion binnen, omdat ze zich in het hol van de lift bevonden in de finale.;lift;exp;stadion;;;;;;;;;;
3;123;verb-final;unrelated;Hessel had geen derde biertje moeten nemen, omdat het hek van de hoed was daarna.;hoed;exp;kelder;;;;;;;;;;
3;124;verb-final;unrelated;Ondanks heel veel rijlessen had Lotte nog geen rijbewijs, omdat ze de handdoek in de kwal gooide vorige maand.;kwal;exp;wortel;;;;;;;;;;
3;125;verb-final;unrelated;In de puberteit veranderde de stem van Jan Smit, omdat hij de baard in de rots kreeg opeens.;rots;exp;bericht;;;;;;;;;;
3;126;verb-final;unrelated;Jonathan gaf Annemarie volkomen gelijk, omdat ze de spijker op zijn gum sloeg met haar opmerking.;gum;exp;advocaat;;;;;;;;;;
3;127;verb-final;unrelated;Berber eiste uitbetaling van haar overuren, omdat ze zich niet de kaas van het staal liet eten natuurlijk.;staal;exp;horloge;;;;;;;;;;
3;128;verb-final;unrelated;Moeder was bang dat Ferry na de vakantie blut zou zijn, omdat hij geld over de grap gooide op Ibiza.;grap;exp;dip;;;;;;;;;;
3;129;verb-final;unrelated;De Utrechtsupporter had geen spijt van zijn seizoenskaart, omdat hij waar voor zijn heks kreeg afgelopen weekend.;heks;exp;bankstel;;;;;;;;;;
3;130;verb-final;unrelated;Koen was helemaal schor, omdat hij zich de longen uit het kruid schreeuwde tijdens de voetbalwedstrijd.;kruid;exp;uitval;;;;;;;;;;
3;131;verb-final;unrelated;Denise vond Joukes verhaal nogal chaotisch, omdat hij van de hak op de kip sprong als het ware.;kip;exp;armoede;;;;;;;;;;
3;132;verb-final;unrelated;Dennis geloofde niet in die reclamestunt, omdat er een addertje onder het loon schuilde zoals altijd.;loon;exp;fee;;;;;;;;;;
3;133;verb-final;unrelated;Het was niet te missen dat Joep blij was, omdat hij een gat in de drop sprong zaterdagochtend.;drop;exp;beeld;;;;;;;;;;
3;134;verb-final;unrelated;De aandeelhouders konden het beleidsplan sterk beïnvloeden, omdat ze een vinger in de kei hadden bij het bestuur.;kei;exp;krater;;;;;;;;;;
3;135;verb-final;unrelated;Max Verstappen weigerde na zijn nederlaag over de race te praten, omdat dat zout in de poef strooide bij de coureur.;poef;exp;kroket;;;;;;;;;;
3;136;verb-first;literal;De lerarenstaking had blijkbaar effect gehad, want het schoolbestuur deed water bij de fles uiteindelijk.;fles;exp;NA;;;;;;;;;;
3;137;verb-first;literal;Uiteindelijk wist iedereen van Robs ontslag, want hij was het gesprek van de nacht op kantoor.;nacht;exp;NA;;;;;;;;;;
3;138;verb-first;literal;Jaap kon gelukkig net rondkomen, want hij hield het hoofd boven zee met kleine klusjes.;zee;exp;NA;;;;;;;;;;
3;139;verb-first;literal;Loes mocht blij zijn dat ze nog leefde, want ze kroop door het oog van de prik vorig jaar.;prik;exp;NA;;;;;;;;;;
3;140;verb-first;literal;Andries was nog altijd verdrietig over zijn gedwongen ontslag, want hij zat achter de bloemen sindsdien.;bloemen;exp;NA;;;;;;;;;;
3;141;verb-first;literal;De voorwaardelijke celstraf motiveerde Marcel om zich te gedragen, want hij had een stok achter de klink immers.;klink;exp;NA;;;;;;;;;;
3;142;verb-first;literal;Tom kon nu niet aan zijn muziekstuk werken, want hij ging aan de mep met zijn brommer.;mep;exp;NA;;;;;;;;;;
3;143;verb-first;literal;Peter had met Martine te doen, want ze belandde van de regen in de kraan door haar ziekte.;kraan;exp;NA;;;;;;;;;;
3;144;verb-first;literal;Tijdens zijn proefverlof had Kevin beter niet kunnen stelen, want hij sneed zich in de schouders met die actie.;schouders;exp;NA;;;;;;;;;;
3;145;verb-first;literal;Het was onduidelijk of Lieve zou komen, want ze hield een slag om de borst voorlopig.;borst;exp;NA;;;;;;;;;;
3;146;verb-first;literal;Anita vond de acteur nogal arrogant, want hij deed uit de berg over zijn acteerkunsten.;berg;exp;NA;;;;;;;;;;
3;147;verb-first;literal;De oppositie kon de belastingverhoging niet tegenhouden, want de minister hield voet bij deel helaas.;deel;exp;NA;;;;;;;;;;
3;148;verb-first;literal;Olivier moest zijn plannen plotseling wijzigen, want er kwam een kink in de draad door de treinstaking.;draad;exp;NA;;;;;;;;;;
3;149;verb-first;literal;In korte tijd werd Guus Meeuwis beroemd, want hij timmerde aan de baan met zijn muziek.;baan;exp;NA;;;;;;;;;;
3;150;verb-first;literal;De Groningse aardbevingslachtoffers voelden zich machteloos, want ze stonden met de rug tegen de steen zo onderhand.;steen;exp;NA;;;;;;;;;;
3;151;verb-first;literal;Aafke baalde van de regenbui, want het tuinfeest liep in de groenten met dit weer.;groenten;exp;NA;;;;;;;;;;
3;152;verb-first;literal;Ruben kon de chocoladetaart moeilijk weerstaan, want het water liep hem in de hap bij de bakker.;hap;exp;NA;;;;;;;;;;
3;153;verb-first;literal;Max merkte dat Jasmijn uitgeput was, want ze viel als een blok in bed naast hem.;bed;exp;NA;;;;;;;;;;
3;154;verb-first;literal;Felicia reageerde nogal afwezig, want ze was met haar hoofd in de regen vanwege het huwelijksaanzoek.;regen;exp;NA;;;;;;;;;;
3;155;verb-first;literal;Annabel vond Boudewijns woede-uitbarsting nogal overdreven, want hij maakte van een mug een slurf in de supermarkt.;slurf;exp;NA;;;;;;;;;;
3;156;verb-first;literal;Als ondernemer kon Erik moeilijk een dag vrij nemen, want hij had geen brood op de vloer in dat geval.;vloer;exp;NA;;;;;;;;;;
3;157;verb-first;literal;De vrijwilligers waardeerden Henks toespraak zeer, want hij stak hen een hart onder de gesp daarmee.;gesp;exp;NA;;;;;;;;;;
3;158;verb-first;literal;Het pianoconcert ontving lovende recencies, want de pianiste speelde de sterren van de engel vrijdagavond.;engel;exp;NA;;;;;;;;;;
3;159;verb-first;literal;Veerle dacht dat Lucas erg verlegen was, want hij keek de kat uit de stam bij de borrel.;stam;exp;NA;;;;;;;;;;
3;160;verb-first;literal;De winnende wielrenner was nu volledig uitgeput, want hij haalde het onderste uit de kruik in de eindsprint.;kruik;exp;NA;;;;;;;;;;
3;161;verb-first;literal;Jelle was blij met de uitgestelde deadline, want dat haalde de druk van de pot voor nu.;pot;exp;NA;;;;;;;;;;
3;162;verb-first;literal;De politie moest een einde maken aan het feestje, want het liep uit de palm zaterdag.;palm;exp;NA;;;;;;;;;;
4;1;verb-first;literal;Menno leek niet bang voor geldproblemen na zijn pensioen, want hij had een appeltje voor de honger ongetwijfeld.;honger;exp;NA;;;;;;;;;;
4;2;verb-first;literal;Niels merkte dat hij de auditie erg spannend vond, want zijn hart klopte in zijn nek voor die tijd.;nek;exp;NA;;;;;;;;;;
4;3;verb-first;literal;Stefanie zag dat Martijn zich schaamde, want hij droop met zijn staart tussen zijn heupen af na het gesprek.;heupen;exp;NA;;;;;;;;;;
4;4;verb-first;literal;Al snel kon Lars zijn internetbedrijf uitbreiden, want het ging hem voor de storm dat jaar.;storm;exp;NA;;;;;;;;;;
4;5;verb-first;literal;Zelfs na de zoveelste afwijzing liet Karel Wende niet met rust, want hij had een bord voor zijn munt blijkbaar.;munt;exp;NA;;;;;;;;;;
4;6;verb-first;literal;Jorik haatte Mariekes gemene opmerkingen, want hij ging door de aarde tegenover zijn klasgenoten.;aarde;exp;NA;;;;;;;;;;
4;7;verb-first;literal;De verpleegster had medelijden met de kermende patiënt, want hij ging door een duivel na die kaakoperatie.;duivel;exp;NA;;;;;;;;;;
4;8;verb-first;literal;Linda probeerde haar woedende broer te kalmeren, want hij ging door het koord tegen de portier.;koord;exp;NA;;;;;;;;;;
4;9;verb-first;literal;Sandra werd door de chirurg onder narcose gebracht, want ze ging onder het bord zometeen.;bord;exp;NA;;;;;;;;;;
4;10;verb-first;literal;Het slachthuis was niet blij met de geheime videobeelden, want ze gingen op hun wang voor de inspectie.;wang;exp;NA;;;;;;;;;;
4;11;verb-first;literal;Tijdens het popconcert stond Emma te springen, want ze ging uit haar pan met haar vriendinnen.;pan;exp;NA;;;;;;;;;;
4;12;verb-first;literal;De uitgeschakelde tennisser was erg teleurgesteld, want hij ging voor de zaag na slechts twee sets.;zaag;exp;NA;;;;;;;;;;
4;13;verb-first;literal;De winst van Anna's bedrijf was verdubbeld, want ze had de wind in de doeken het afgelopen kwartaal.;doeken;exp;NA;;;;;;;;;;
4;14;verb-first;literal;In principe was Victor de baas van het restaurant, want hij had het heft in wijsvinger sinds vorige zomer.;wijsvinger;exp;NA;;;;;;;;;;
4;15;verb-first;literal;Theo kon zijn ogen niet van Natascha afhouden, want hij kreeg vlinders in zijn navel van haar.;navel;exp;NA;;;;;;;;;;
4;16;verb-first;literal;De corrupte bankdirecteur ging vrijuit, want zijn collega hield hem de hand boven het gezicht tijdens het onderzoek.;gezicht;exp;NA;;;;;;;;;;
4;17;verb-first;literal;Irene kon niet ongezien weglopen, want haar ouders hielden haar in de kousen vanuit de woonkamer.;kousen;exp;NA;;;;;;;;;;
4;18;verb-first;literal;De inheemse bevolking kon geen kant op, want de machthebbers hielden hen onder de pink tijdens de oorlog.;pink;exp;NA;;;;;;;;;;
4;19;verb-first;literal;De huurmoordenaar kreeg een zware celstraf, want hij hielp een drugsbaron om schuim op de parkeerplaats.;schuim;exp;NA;;;;;;;;;;
4;20;verb-first;literal;Eva's computerprobleem was snel verholpen, want Ernst hielp haar uit de vonk vanochtend.;vonk;exp;NA;;;;;;;;;;
4;21;verb-first;literal;Dirk wist nu dat hij geen piloot kon worden, want de selectiecommissie hielp hem uit de wens tijdens de selectiedag.;wens;exp;NA;;;;;;;;;;
4;22;verb-first;literal;Tijdens de spooktocht gilden de kinderen het uit, want Joris joeg hen de stuipen op het skelet in het bos.;skelet;exp;NA;;;;;;;;;;
4;23;verb-first;literal;Hilda vond Maarten een pestkop, want hij joeg haar op de stoel met zijn getreiter.;stoel;exp;NA;;;;;;;;;;
4;24;verb-first;literal;Bart zag dat zijn mop grappig was, want zijn vrienden lagen in een auto op de bank.;auto;exp;NA;;;;;;;;;;
4;25;verb-first;literal;Die starterswoningen werden razendsnel verkocht, want ze vielen in de geur bij veel mensen.;geur;exp;NA;;;;;;;;;;
4;26;verb-first;literal;Uiteindelijk werden de reorganisatieplannen wel duidelijk, want de directeur legde zijn kaarten op keuken gisterochtend.;keuken;exp;NA;;;;;;;;;;
4;27;verb-first;literal;De fraudeurs wisten hun witwaspraktijken te verbergen, want ze leidden de agenten om de vijver bij huiszoekingen.;vijver;exp;NA;;;;;;;;;;
4;28;verb-final;literal;Sascha merkte dat Nathan geschrokken was van het ongeluk, omdat hij uit zijn actie was maandagavond.;actie;exp;NA;;;;;;;;;;
4;29;verb-final;literal;Vera was erg tevreden over het verloop van het evenement, omdat het op papiertjes liep vorig weekend.;papiertjes;exp;NA;;;;;;;;;;
4;30;verb-final;literal;Neeltje zei dat Floris wel iets zuiniger mocht leven, omdat hij een gat in zijn pols had sinds zijn loonsverhoging.;pols;exp;NA;;;;;;;;;;
4;31;verb-final;literal;Bij die protestactie moest de oproerpolitie optreden, omdat het uit de beren liep op het Malieveld.;beren;exp;NA;;;;;;;;;;
4;32;verb-final;literal;Alieke vond dat Alex wel iets bescheidener mocht zijn, omdat hij naast zijn veters liep zo langzamerhand.;veters;exp;NA;;;;;;;;;;
4;33;verb-final;literal;Johan ontdekte dat de HAVO eigenlijk te moeilijk voor hem was, omdat hij op zijn dijen liep het afgelopen jaar.;dijen;exp;NA;;;;;;;;;;
4;34;verb-final;literal;Groningen zal geen last meer hebben van die pyromaan, omdat hij tegen de kaars liep dinsdagavond.;kaars;exp;NA;;;;;;;;;;
4;35;verb-final;literal;Het was dom van de minister om de omstreden Betuwelijn zo te prijzen, omdat hij olie op het kamp gooide daardoor.;kamp;exp;NA;;;;;;;;;;
4;36;verb-final;literal;Uiteindelijk bekende de dief toch schuld, omdat de agent hem uit zijn camping lokte in de verhoorkamer.;camping;exp;NA;;;;;;;;;;
4;37;verb-final;literal;Na lang twijfelen deed Sara toch mee, omdat Steven haar over de lijn trok met zijn argumenten.;lijn;exp;NA;;;;;;;;;;
4;38;verb-final;literal;Uiteindelijk wist de rechercheur alles van de verdachte, omdat hij hem onder de bril nam in zijn onderzoek.;bril;exp;NA;;;;;;;;;;
4;39;verb-final;literal;Na het overlijden van zijn ouders hoefde David niet naar een pleeggezin, omdat opa hem onder zijn vliegtuig nam gelukkig.;vliegtuig;exp;NA;;;;;;;;;;
4;40;verb-final;literal;Kristel vond dat Paul haar te weinig uitdaagde, omdat hij haar naar de kus praatte elke keer.;kus;exp;NA;;;;;;;;;;
4;41;verb-final;literal;Het was duidelijk dat de directeur Stefans gespijbel ontdekt had, omdat hij hem op het tapijt riep maandagochtend.;tapijt;exp;NA;;;;;;;;;;
4;42;verb-final;literal;De selectieprocedure was erg streng, omdat de toelatingscommissie het kaf van het meel scheidde voor die opleiding.;meel;exp;NA;;;;;;;;;;
4;43;verb-final;literal;Nadia schrok van Hendriks boze reactie, omdat hij uit zijn thuis schoot vanuit het niets.;thuis;exp;NA;;;;;;;;;;
4;44;verb-final;literal;Het was onmogelijk dat Michelle nog moe was, omdat ze een gat in de week sliep zondag.;week;exp;NA;;;;;;;;;;
4;45;verb-final;literal;Aljan kon Aïda al niet meer versieren, omdat Michiel haar aan de vis sloeg vorige week.;vis;exp;NA;;;;;;;;;;
4;46;verb-final;literal;Bas ontdekte dat zijn conditie erg slecht was, omdat hij naar leven snakte na de hardlooptraining.;leven;exp;NA;;;;;;;;;;
4;47;verb-final;literal;Alita omschreef Lisa als opvliegend, omdat ze uit haar huid sprong bij het minste of geringste.;huid;exp;NA;;;;;;;;;;
4;48;verb-final;literal;Tijdens de verhuizing kon Nico Merel goed gebruiken, omdat ze haar handen uit de jassen stak bij het inpakken.;jassen;exp;NA;;;;;;;;;;
4;49;verb-final;literal;Tessa wilde nooit meer in dat rare T-shirt gymmen, omdat ze voor mens stond tijdens de les.;mens;exp;NA;;;;;;;;;;
