List;Item;Order;Target;Sentence;CritWord; Lg10WF;FreqPerMillion;FREQlemma;;;;;
3;27;verb-final;literal;De fraudeurs wisten hun witwaspraktijken te verbergen, omdat ze de agenten om de vijver leidden bij huiszoekingen.;vijver; 2.28; 4.32;212;;;;;
3;28;verb-first;correct;Sascha merkte dat Nathan geschrokken was van het ongeluk, want hij was uit zijn doen maandagavond.;doen; 5.07; 2677.85;294801;;;;;
3;29;verb-first;correct;Vera was erg tevreden over het verloop van het evenement, want het liep op rolletjes vorig weekend.;rolletjes; 1.86; 1.62;2786;;;;;
3;30;verb-first;correct;Neeltje zei dat Floris wel iets zuiniger mocht leven, want hij had een gat in zijn hand sinds zijn loonsverhoging.;hand; 3.94; 199.91;18307;;;;;
3;31;verb-first;correct;Bij die protestactie moest de oproerpolitie optreden, want het liep uit de klauwen op het Malieveld.;klauwen; 2.44; 6.22;379;;;;;
3;32;verb-first;correct;Alieke vond dat Alex wel iets bescheidener mocht zijn, want hij liep naast zijn schoenen zo langzamerhand.;schoenen; 3.49; 71.00;3749;;;;;
3;33;verb-first;correct;Johan ontdekte dat de HAVO eigenlijk te moeilijk voor hem was, want hij liep op zijn tenen het afgelopen jaar.;tenen; 2.73; 12.33;887;;;;;
3;34;verb-first;correct;Groningen zal geen last meer hebben van die pyromaan, want hij liep tegen de lamp dinsdagavond.;lamp; 2.78; 13.88;1099;;;;;
3;35;verb-first;correct;Het was dom van de minister om de omstreden Betuwelijn zo te prijzen, want hij gooide olie op het vuur daardoor.;vuur; 3.64; 100.57;5414;;;;;
3;36;verb-first;correct;Uiteindelijk bekende de dief toch schuld, want de agent lokte hem uit zijn tent in de verhoorkamer.;tent; 3.25; 40.93;2008;;;;;
3;37;verb-first;correct;Na lang twijfelen deed Sara toch mee, want Steven trok haar over de streep met zijn argumenten.;streep; 2.46; 6.63;610;;;;;
3;38;verb-first;correct;Uiteindelijk wist de rechercheur alles van de verdachte, want hij nam hem onder de loep in zijn onderzoek.;loep; 1.00; 0.21;9;;;;;
3;39;verb-first;correct;Na het overlijden van zijn ouders hoefde David niet naar een pleeggezin, want opa nam hem onder zijn vleugels gelukkig.;vleugels; 2.88; 17.43;1171;;;;;
3;40;verb-first;correct;Kristel vond dat Paul haar te weinig uitdaagde, want hij praatte haar naar de mond elke keer.;mond; 3.86; 165.93;7363;;;;;
3;41;verb-first;correct;Het was duidelijk dat de directeur Stefans gespijbel ontdekt had, want hij riep hem op het matje maandagochtend.;matje; 1.54; 0.78;34;;;;;
3;42;verb-first;correct;De selectieprocedure was erg streng, want de toelatingscommissie scheidde het kaf van het koren voor die opleiding.;koren; 1.76; 1.30;365;;;;;
3;43;verb-first;correct;Nadia schrok van Hendriks boze reactie, want hij schoot uit zijn slof vanuit het niets.;slof; 1.51; 0.71;77;;;;;
3;44;verb-first;correct;Het was onmogelijk dat Michelle nog moe was, want ze sliep een gat in de dag zondag.;dag; 4.57; 848.56;49822;;;;;
3;45;verb-first;correct;Aljan kon Aïda al niet meer versieren, want Michiel sloeg haar aan de haak vorige week.;haak; 2.74; 12.65;940;;;;;
3;46;verb-first;correct;Bas ontdekte dat zijn conditie erg slecht was, want hij snakte naar adem na de hardlooptraining.;adem; 3.37; 53.15;3872;;;;;
3;47;verb-first;correct;Alita omschreef Lisa als opvliegend, want ze sprong uit haar vel bij het minste of geringste.;vel; 2.43; 6.20;465;;;;;
3;48;verb-first;correct;Tijdens de verhuizing kon Nico Merel goed gebruiken, want ze stak haar handen uit de mouwen bij het inpakken.;mouwen; 2.17; 3.38;330;;;;;
3;49;verb-first;correct;Tessa wilde nooit meer in dat rare T-shirt gymmen, want ze stond voor aap tijdens de les.;aap; 3.10; 28.56;2111;;;;;
3;50;verb-first;correct;Het was duidelijk dat juf Cindy geen treitergedrag duldde, want ze tikte pestkoppen op de vingers in de klas.;vingers; 3.22; 37.96;2966;;;;;
3;51;verb-first;correct;Meester besloot Chris geen straf te geven, want hij streek met de hand over het hart voor een keertje.;hart; 3.93; 196.37;8616;;;;;
3;52;verb-first;correct;Simon vond de service bij de Belastingdienst waardeloos, want ze stuurden hem van het kastje naar de muur zoals gewoonlijk.;muur; 3.47; 66.89;4081;;;;;
3;53;verb-first;correct;Het vraagstuk over de zorgverzekeringen leek complex te zijn, want de minister tastte in het duister bij het debat.;duister; 2.46; 6.54;831;;;;;
3;54;verb-first;correct;Hanna kon blijkbaar niet met geld omgaan, want haar spaargeld verdween als sneeuw voor de zon tijdens de uitverkoop.;zon; 3.48; 68.67;3168;;;;;
3;55;verb-final;correct;Voor Romy voelde het kennismakingsgesprek als een verhoor, omdat de bedrijfsleider haar het hemd van het lijf vroeg gisteren.;lijf; 3.01; 23.65;1176;;;;;
3;56;verb-final;correct;In het leger deelde de commandant bevelen uit, omdat hij de touwtjes in handen had op de kazerne.;handen; 3.97; 214.80;18303;;;;;
3;57;verb-final;correct;Sander zag dat iedereen zijn outfit misplaatst vond, omdat hij voor paal stond op het feestje.;paal; 2.50; 7.25;417;;;;;
3;58;verb-final;correct;Na haar verhuizing heeft Frederik Tanja nooit weer gezien, omdat hij haar uit het oog verloor op den duur.;oog; 3.48; 68.40;14524;;;;;
3;59;verb-final;correct;Psychiatrische patiënten hebben het moeilijk in deze maatschappij, omdat ze buiten de boot vallen door hun aandoening.;boot; 3.62; 95.93;4848;;;;;
3;60;verb-final;correct;Joops vrienden wisten al lang dat hij op mannen viel, omdat hij uit de kast kwam op zijn zestiende.;kast; 3.12; 30.05;1478;;;;;
3;61;verb-final;correct;Piet vond het begin van die opdracht makkelijk, omdat de juf hem op weg hielp in de les.;weg; 4.81; 1481.66;65632;;;;;
3;62;verb-final;correct;Florian baalde van zijn kledingkeus, omdat hij uit de toon viel met zijn slobbertrui.;toon; 3.18; 34.67;4375;;;;;
3;63;verb-final;correct;Laura had spijt dat ze niet eerder concertkaartjes had gekocht, omdat ze achter het net viste deze keer.;net; 4.64; 1005.36;44428;;;;;
3;64;verb-final;correct;De verdachte kon de waarheid moeilijk verbergen, omdat de rechter hem aan de tand voelde over de zaak.;tand; 2.55; 8.07;2281;;;;;
3;65;verb-final;correct;Mohammed slaagde met gemak voor zijn wiskundetoets, omdat het een fluitje van een cent was met zijn rekenmachine.;cent; 3.21; 36.93;1862;;;;;
3;66;verb-final;correct;Lianne was enorm blij met Susans cadeau, omdat het een schot in de roos was van haar.;roos; 2.71; 11.71;1059;;;;;
3;67;verb-final;correct;Tijdens die moeilijke periode kon Angela niet zonder Gerrit, omdat hij een rots in de branding was voor haar.;branding; 1.64; 0.98;43;;;;;
3;68;verb-final;correct;Saar vrolijkte Bastiaan altijd op, omdat zij het zonnetje in huis was binnen het gezin.;huis; 4.55; 818.90;37242;;;;;
3;69;verb-final;correct;Casper deed niets liever dan schaatsen, omdat hij in zijn element was op het ijs.;element; 2.21; 3.73;445;;;;;
3;70;verb-final;correct;Hans was inmiddels overtuigd van Willemiens daadkracht, omdat ze spijkers met koppen sloeg bij de vergadering.;koppen; 2.74; 12.44;10665;;;;;
3;71;verb-final;correct;De scheidsrechter bestrafte de overtreding die achter hem plaatsvond niet, omdat hij hem over het hoofd zag uiteraard.;hoofd; 4.08; 274.05;12439;;;;;
3;72;verb-final;correct;De achtervolgde dief ging steeds harder rijden, omdat de politie hem op de hielen zat intussen.;hielen; 2.41; 5.85;292;;;;;
3;73;verb-final;correct;Aletta probeerde Christiaan op te vrolijken, omdat hij in de put zat na zijn ontslag.;put; 2.71; 11.69;644;;;;;
3;74;verb-final;correct;Op Moederdag verraste Tim zijn moeder, omdat hij haar in het zonnetje zette met bloemen.;zonnetje; 2.02; 2.38;104;;;;;
3;75;verb-final;correct;Roos moest die deadline nu wel halen, omdat haar baas haar het mes op de keel zette vanmiddag.;keel; 3.08; 27.28;1266;;;;;
3;76;verb-final;correct;Jacob zal zich voorlopig niet weer zo misdragen, omdat Sterre hem op zijn nummer zette woensdagavond.;nummer; 3.95; 202.70;9574;;;;;
3;77;verb-final;correct;Auke moest Brechtje eigenlijk wel ten huwelijk vragen, omdat ze hem voor het blok zette tijdens Kerst.;blok; 2.71; 11.62;775;;;;;
3;78;verb-final;correct;Meester merkte dat Sascha nogal verlegen was, omdat hij op de achtergrond bleef bij groepsactiviteiten.;achtergrond; 2.76; 13.26;618;;;;;
3;79;verb-final;correct;Berend viel voor Johanna's zwoele blik, omdat die hem het hoofd op hol bracht met haar ogen.;hol; 2.68; 10.84;775;;;;;
3;80;verb-final;correct;Muhammed Ali won de wedstrijd dankzij een schijnbeweging, omdat hij zijn tegenstander van de wijs bracht op die manier.;wijs; 3.20; 36.25;5333;;;;;
3;81;verb-final;correct;Danny zapte snel weg van die gruwelijke horrorfilm, omdat hij het in zijn broek deed zowat.;broek; 3.47; 67.28;3127;;;;;
3;82;verb-first;unrelated;Kyra kon steeds sneller haar veters strikken, want ze kreeg het in de meters dankzij die oefeningen.;meters; 2.07; 2.65;3481;;;;;
3;83;verb-first;unrelated;Gedurende haar studietijd gaf Desirée haar spaargeld nooit uit, want ze hield het achter de wijk voor later.;wijk; 2.62; 9.58;679;;;;;
3;84;verb-first;unrelated;Carolien was de deadline voor het artikel nog niet vergeten, want ze hield hem in haar bediening al die tijd.;bediening; 2.09; 2.81;125;;;;;
3;85;verb-first;unrelated;Roberta vond dat de advocaat haar verhaal verdraaide, want hij legde haar woorden in de stang in de rechtbank.;stang; 2.01; 2.31;157;;;;;
3;86;verb-first;unrelated;Leon had in Amsterdam geen navigatie nodig, want hij kende de stad op zijn geweld inmiddels.;geweld; 3.27; 42.17;1846;;;;;
3;87;verb-first;unrelated;Myra zou oma's levenslessen niet vergeten, want ze knoopte ze in haar gebak zoals beloofd.;gebak; 1.98; 2.15;123;;;;;
3;88;verb-first;unrelated;De taallessen waren volgens Jacques erg nuttig, want hij kreeg het Nederlands onder de boer na een tijdje.;boer; 2.81; 14.77;1389;;;;;
3;89;verb-first;unrelated;De wielrenners moesten voor de bergetappe goed uitgerust zijn, want ze kregen het voor hun grotten vandaag.;grotten; 2.36; 5.19;990;;;;;
3;90;verb-first;unrelated;Seth ging niet mee naar het feestje, want hij kroop onder de rem om half tien.;rem; 2.39; 5.53;373;;;;;
3;91;verb-first;unrelated;De handelaar in nepgoud werd opgepakt, want hij viel door de naam op een gegeven moment.;naam; 4.31; 470.60;23318;;;;;
3;92;verb-first;unrelated;Sela wist nooit wat ze morgen ging doen, want ze leefde bij de bom uit principe.;bom; 3.35; 51.32;2978;;;;;
3;93;verb-first;unrelated;De leraar baalde van zijn slecht voorbereide les, want het liep in het potlood dinsdagmiddag.;potlood; 2.38; 5.44;320;;;;;
3;94;verb-first;unrelated;Dora betreurde dat ze dat internetbedrijf zomaar vertrouwd had, want ze liep in de kam van oplichters.;kam; 2.37; 5.28;436;;;;;
3;95;verb-first;unrelated;De agent moest snel achter de bankrover aan, want hij maakte zich uit de taken met de buit.;taken; 2.36; 5.26;2083;;;;;
3;96;verb-first;unrelated;Ondanks zijn handicap reisde Job veel, want Abel nam hem op vrede overal naartoe.;vrede; 3.45; 65.01;2855;;;;;
3;97;verb-first;unrelated;De sollicitant kreeg weinig informatie over de functie, want de manager praatte over koetjes en toetjes tijdens het interview.;toetjes; 1.52; 0.73;322;;;;;
3;98;verb-first;unrelated;Al snel wist iedereen dat Tijmen vader werd, want hij schreeuwde het van de pubers op zijn werk.;pubers; 1.54; 0.78;109;;;;;
3;99;verb-first;unrelated;Vanavond had Rinus zijn diploma-uitreiking, want hij slaagde met vlag en deksel afgelopen donderdag.;deksel; 2.07; 2.65;139;;;;;
3;100;verb-first;unrelated;Kees zag zichzelf als kostwinner, want hij bracht geld in het koopje de afgelopen jaren.;koopje; 2.17; 3.38;148;;;;;
3;101;verb-first;unrelated;De commentator vond de tactiek van Ajax erg riskant, want ze speelden met worst tegen die club.;worst; 2.59; 8.78;679;;;;;
3;102;verb-first;unrelated;Nadine moest constant aan de knappe Kenny denken, want ze stond in vuur en dijk na hun date.;dijk; 1.57; 0.82;37;;;;;
3;103;verb-first;unrelated;De burgemeester had spijt van zijn schaamteloze uitspraken, want hij stond in zijn kind voor iedereen.;kind; 4.16; 333.30;36289;;;;;
3;104;verb-first;unrelated;Paulien vond de beoordeling van de groepsopdracht oneerlijk, want Sven streek met de lak van haar werk.;lak; 2.06; 2.58;113;;;;;
3;105;verb-first;unrelated;Lara had de islam niet achterlijk mogen noemen, want ze trapte Zarek op zijn hoes met die opmerking.;hoes; 1.72; 1.17;70;;;;;
3;106;verb-first;unrelated;Robert wist dat het bestuur geld verduisterde, want de kascommissie trok aan de vlek in maart.;vlek; 2.47; 6.77;624;;;;;
3;107;verb-first;unrelated;De winkeldief kwam niet ver met zijn buit, want de agent vatte hem in de pomp bij de uitgang.;pomp; 2.46; 6.63;678;;;;;
3;108;verb-first;unrelated;Zonder diploma kreeg Luuk geen baan of uitkering, want hij viel tussen wal en vaas kennelijk.;vaas; 2.30; 4.57;229;;;;;
3;109;verb-final;unrelated;Aan de voornemens van Adriaan twijfelde Wilma nooit, omdat hij de daad bij het dorp voegde meestal.;dorp; 3.37; 53.99;2811;;;;;
3;110;verb-final;unrelated;Het volk had geen vertrouwen meer in de overheid, omdat Rutte zijn kop in het lied stak bij problemen.;lied; 2.97; 21.27;1499;;;;;
3;111;verb-final;unrelated;Jeroen vond Tirza onuitstaanbaar, omdat ze hem de oren van het fruit kletste tijdens koffiepauzes.;fruit; 2.75; 12.94;568;;;;;
3;112;verb-final;unrelated;Tijdens carnaval was er altijd geluidsoverlast, omdat de feestgangers de boel op kralen zetten in veel steden.;kralen; 1.78; 1.35;112;;;;;
3;113;verb-final;unrelated;De gemeente kon de wetswijziging eindelijk doorvoeren, omdat de kogel door de hulp was in het kabinet.;hulp; 4.02; 239.77;10522;;;;;
3;114;verb-final;unrelated;De BBQ kon helaas niet doorgaan, omdat de regen roet in het geloof gooide zaterdagavond.;geloof; 4.24; 395.20;34629;;;;;
3;115;verb-final;unrelated;Het was niet erg dat Bobs zusje het kaartspel niet snapte, omdat ze voor spek en jurken meedeed met ons.;jurken; 2.48; 6.93;2808;;;;;
3;116;verb-final;unrelated;Matthijs had in paniek zijn moeder gebeld, omdat hij met zijn handen in het bedrag zat na zijn wiskundetoets.;bedrag; 2.81; 14.73;729;;;;;
3;117;verb-final;unrelated;Sofia schrok nogal van Michaels plotselinge mededeling, omdat hij met de deur in rits viel eerlijk gezegd.;rits; 2.28; 4.37;220;;;;;
3;118;verb-final;unrelated;Maria moest Arjen alleen opvoeden, omdat zijn vader haar in de doos liet na de geboorte.;doos; 3.22; 38.28;2159;;;;;
3;119;verb-final;unrelated;Het bleek dat Jolien op het juiste moment solliciteerde, omdat ze met haar neus in de herfst viel voor die baan.;herfst; 2.60; 9.08;398;;;;;
3;120;verb-final;unrelated;Stijns ouders konden gerust een avondje uitgaan, omdat de oppas een oogje in het schema hield thuis.;schema; 2.81; 14.80;706;;;;;
3;121;verb-final;unrelated;Volgens Welmoed loog Thijs dat hij nooit bang was, omdat hij een held op molens was in werkelijkheid.;molens; 1.32; 0.46;216;;;;;
3;122;verb-final;unrelated;De Ajax-spelers liepen gespannen het stadion binnen, omdat ze zich in het hol van de lift bevonden in de finale.;lift; 3.46; 65.47;3215;;;;;
3;123;verb-final;unrelated;Hessel had geen derde biertje moeten nemen, omdat het hek van de hoed was daarna.;hoed; 3.20; 35.95;1933;;;;;
3;124;verb-final;unrelated;Ondanks heel veel rijlessen had Lotte nog geen rijbewijs, omdat ze de handdoek in de kwal gooide vorige maand.;kwal; 1.90; 1.78;107;;;;;
3;125;verb-final;unrelated;In de puberteit veranderde de stem van Jan Smit, omdat hij de baard in de rots kreeg opeens.;rots; 2.81; 14.66;1091;;;;;
3;126;verb-final;unrelated;Jonathan gaf Annemarie volkomen gelijk, omdat ze de spijker op zijn gum sloeg met haar opmerking.;gum; 1.34; 0.48;30;;;;;
3;127;verb-final;unrelated;Berber eiste uitbetaling van haar overuren, omdat ze zich niet de kaas van het staal liet eten natuurlijk.;staal; 2.65; 10.18;496;;;;;
3;128;verb-final;unrelated;Moeder was bang dat Ferry na de vakantie blut zou zijn, omdat hij geld over de grap gooide op Ibiza.;grap; 3.35; 51.02;3404;;;;;
3;129;verb-final;unrelated;De Utrechtsupporter had geen spijt van zijn seizoenskaart, omdat hij waar voor zijn heks kreeg afgelopen weekend.;heks; 3.07; 26.76;1465;;;;;
3;130;verb-final;unrelated;Koen was helemaal schor, omdat hij zich de longen uit het kruid schreeuwde tijdens de voetbalwedstrijd.;kruid; 1.98; 2.15;342;;;;;
3;131;verb-final;unrelated;Denise vond Joukes verhaal nogal chaotisch, omdat hij van de hak op de kip sprong als het ware.;kip; 3.22; 37.89;2198;;;;;
3;132;verb-final;unrelated;Dennis geloofde niet in die reclamestunt, omdat er een addertje onder het loon schuilde zoals altijd.;loon; 2.92; 18.91;890;;;;;
3;133;verb-final;unrelated;Het was niet te missen dat Joep blij was, omdat hij een gat in de drop sprong zaterdagochtend.;drop; 1.91; 1.83;274;;;;;
3;134;verb-final;unrelated;De aandeelhouders konden het beleidsplan sterk beïnvloeden, omdat ze een vinger in de kei hadden bij het bestuur.;kei; 2.20; 3.64;211;;;;;
3;135;verb-final;unrelated;Max Verstappen weigerde na zijn nederlaag over de race te praten, omdat dat zout in de poef strooide bij de coureur.;poef; 1.65; 1.01;45;;;;;
3;136;verb-first;literal;De lerarenstaking had blijkbaar effect gehad, want het schoolbestuur deed water bij de fles uiteindelijk.;fles; 3.30; 45.71;2493;;;;;
3;137;verb-first;literal;Uiteindelijk wist iedereen van Robs ontslag, want hij was het gesprek van de nacht op kantoor.;nacht; 3.95; 204.44;9955;;;;;
3;138;verb-first;literal;Jaap kon gelukkig net rondkomen, want hij hield het hoofd boven zee met kleine klusjes.;zee; 3.47; 67.80;3123;;;;;
3;139;verb-first;literal;Loes mocht blij zijn dat ze nog leefde, want ze kroop door het oog van de prik vorig jaar.;prik; 2.31; 4.60;596;;;;;
3;140;verb-first;literal;Andries was nog altijd verdrietig over zijn gedwongen ontslag, want hij zat achter de bloemen sindsdien.;bloemen; 3.31; 46.19;2699;;;;;
3;141;verb-first;literal;De voorwaardelijke celstraf motiveerde Marcel om zich te gedragen, want hij had een stok achter de klink immers.;klink; 2.47; 6.72;9160;;;;;
3;142;verb-first;literal;Tom kon nu niet aan zijn muziekstuk werken, want hij ging aan de mep met zijn brommer.;mep; 2.30; 4.53;410;;;;;
3;143;verb-first;literal;Peter had met Martine te doen, want ze belandde van de regen in de kraan door haar ziekte.;kraan; 2.45; 6.40;333;;;;;
3;144;verb-first;literal;Tijdens zijn proefverlof had Kevin beter niet kunnen stelen, want hij sneed zich in de schouders met die actie.;schouders; 2.77; 13.47;1402;;;;;
3;145;verb-first;literal;Het was onduidelijk of Lieve zou komen, want ze hield een slag om de borst voorlopig.;borst; 3.07; 26.64;2024;;;;;
3;146;verb-first;literal;Anita vond de acteur nogal arrogant, want hij deed uit de berg over zijn acteerkunsten.;berg; 3.18; 34.30;3003;;;;;
3;147;verb-first;literal;De oppositie kon de belastingverhoging niet tegenhouden, want de minister hield voet bij deel helaas.;deel; 3.79; 142.35;10112;;;;;
3;148;verb-first;literal;Olivier moest zijn plannen plotseling wijzigen, want er kwam een kink in de draad door de treinstaking.;draad; 2.77; 13.31;814;;;;;
3;149;verb-first;literal;In korte tijd werd Guus Meeuwis beroemd, want hij timmerde aan de baan met zijn muziek.;baan; 3.84; 158.45;8038;;;;;
3;150;verb-first;literal;De Groningse aardbevingslachtoffers voelden zich machteloos, want ze stonden met de rug tegen de steen zo onderhand.;steen; 3.19; 35.72;2584;;;;;
3;151;verb-first;literal;Aafke baalde van de regenbui, want het tuinfeest liep in de groenten met dit weer.;groenten; 2.39; 5.60;537;;;;;
3;152;verb-first;literal;Ruben kon de chocoladetaart moeilijk weerstaan, want het water liep hem in de hap bij de bakker.;hap; 2.60; 9.17;710;;;;;
3;153;verb-first;literal;Max merkte dat Jasmijn uitgeput was, want ze viel als een blok in bed naast hem.;bed; 4.02; 239.93;10876;;;;;
3;154;verb-first;literal;Felicia reageerde nogal afwezig, want ze was met haar hoofd in de regen vanwege het huwelijksaanzoek.;regen; 3.06; 26.48;1175;;;;;
3;155;verb-first;literal;Annabel vond Boudewijns woede-uitbarsting nogal overdreven, want hij maakte van een mug een slurf in de supermarkt.;slurf; 1.60; 0.89;42;;;;;
3;156;verb-first;literal;Als ondernemer kon Erik moeilijk een dag vrij nemen, want hij had geen brood op de vloer in dat geval.;vloer; 3.14; 31.72;1496;;;;;
3;157;verb-first;literal;De vrijwilligers waardeerden Henks toespraak zeer, want hij stak hen een hart onder de gesp daarmee.;gesp; 1.63; 0.96;58;;;;;
3;158;verb-first;literal;Het pianoconcert ontving lovende recencies, want de pianiste speelde de sterren van de engel vrijdagavond.;engel; 3.15; 32.63;2361;;;;;
3;159;verb-first;literal;Veerle dacht dat Lucas erg verlegen was, want hij keek de kat uit de stam bij de borrel.;stam; 2.74; 12.46;899;;;;;
3;160;verb-first;literal;De winnende wielrenner was nu volledig uitgeput, want hij haalde het onderste uit de kruik in de eindsprint.;kruik; 1.84; 1.56;90;;;;;
3;161;verb-first;literal;Jelle was blij met de uitgestelde deadline, want dat haalde de druk van de pot voor nu.;pot; 3.13; 30.62;1556;;;;;
3;162;verb-first;literal;De politie moest een einde maken aan het feestje, want het liep uit de palm zaterdag.;palm; 2.04; 2.47;175;;;;;
4;1;verb-first;literal;Menno leek niet bang voor geldproblemen na zijn pensioen, want hij had een appeltje voor de honger ongetwijfeld.;honger; 3.61; 92.45;4095;;;;;
4;2;verb-first;literal;Niels merkte dat hij de auditie erg spannend vond, want zijn hart klopte in zijn nek voor die tijd.;nek; 3.40; 57.72;2565;;;;;
4;3;verb-first;literal;Stefanie zag dat Martijn zich schaamde, want hij droop met zijn staart tussen zijn heupen af na het gesprek.;heupen; 2.47; 6.72;475;;;;;
4;4;verb-first;literal;Al snel kon Lars zijn internetbedrijf uitbreiden, want het ging hem voor de storm dat jaar.;storm; 3.11; 29.61;1651;;;;;
4;5;verb-first;literal;Zelfs na de zoveelste afwijzing liet Karel Wende niet met rust, want hij had een bord voor zijn munt blijkbaar.;munt; 2.68; 10.89;820;;;;;
4;6;verb-first;literal;Jorik haatte Mariekes gemene opmerkingen, want hij ging door de aarde tegenover zijn klasgenoten.;aarde; 3.64; 100.07;4379;;;;;
4;7;verb-first;literal;De verpleegster had medelijden met de kermende patiënt, want hij ging door een duivel na die kaakoperatie.;duivel; 3.30; 45.12;2308;;;;;
4;8;verb-first;literal;Linda probeerde haar woedende broer te kalmeren, want hij ging door het koord tegen de portier.;koord; 2.00; 2.26;136;;;;;
4;9;verb-first;literal;Sandra werd door de chirurg onder narcose gebracht, want ze ging onder het bord zometeen.;bord; 3.08; 27.30;1853;;;;;
4;10;verb-first;literal;Het slachthuis was niet blij met de geheime videobeelden, want ze gingen op hun wang voor de inspectie.;wang; 2.54; 7.89;505;;;;;
4;11;verb-first;literal;Tijdens het popconcert stond Emma te springen, want ze ging uit haar pan met haar vriendinnen.;pan; 2.61; 9.38;493;;;;;
4;12;verb-first;literal;De uitgeschakelde tennisser was erg teleurgesteld, want hij ging voor de zaag na slechts twee sets.;zaag; 2.19; 3.54;327;;;;;
4;13;verb-first;literal;De winst van Anna's bedrijf was verdubbeld, want ze had de wind in de doeken het afgelopen kwartaal.;doeken; 2.05; 2.56;572;;;;;
4;14;verb-first;literal;In principe was Victor de baas van het restaurant, want hij had het heft in wijsvinger sinds vorige zomer.;wijsvinger; 1.52; 0.73;34;;;;;
4;15;verb-first;literal;Theo kon zijn ogen niet van Natascha afhouden, want hij kreeg vlinders in zijn navel van haar.;navel; 1.86; 1.62;82;;;;;
4;16;verb-first;literal;De corrupte bankdirecteur ging vrijuit, want zijn collega hield hem de hand boven het gezicht tijdens het onderzoek.;gezicht; 3.90; 183.63;8930;;;;;
4;17;verb-first;literal;Irene kon niet ongezien weglopen, want haar ouders hielden haar in de kousen vanuit de woonkamer.;kousen; 2.18; 3.41;245;;;;;
4;18;verb-first;literal;De inheemse bevolking kon geen kant op, want de machthebbers hielden hen onder de pink tijdens de oorlog.;pink; 2.10; 2.88;145;;;;;
4;19;verb-first;literal;De huurmoordenaar kreeg een zware celstraf, want hij hielp een drugsbaron om schuim op de parkeerplaats.;schuim; 2.19; 3.54;187;;;;;
4;20;verb-first;literal;Eva's computerprobleem was snel verholpen, want Ernst hielp haar uit de vonk vanochtend.;vonk; 1.99; 2.22;188;;;;;
4;21;verb-first;literal;Dirk wist nu dat hij geen piloot kon worden, want de selectiecommissie hielp hem uit de wens tijdens de selectiedag.;wens; 3.41; 59.39;5156;;;;;
4;22;verb-first;literal;Tijdens de spooktocht gilden de kinderen het uit, want Joris joeg hen de stuipen op het skelet in het bos.;skelet; 2.10; 2.84;189;;;;;
4;23;verb-first;literal;Hilda vond Maarten een pestkop, want hij joeg haar op de stoel met zijn getreiter.;stoel; 3.35; 51.20;2743;;;;;
4;24;verb-first;literal;Bart zag dat zijn mop grappig was, want zijn vrienden lagen in een auto op de bank.;auto; 4.30; 458.00;22086;;;;;
4;25;verb-first;literal;Die starterswoningen werden razendsnel verkocht, want ze vielen in de geur bij veel mensen.;geur; 3.01; 23.51;1123;;;;;
4;26;verb-first;literal;Uiteindelijk werden de reorganisatieplannen wel duidelijk, want de directeur legde zijn kaarten op keuken gisterochtend.;keuken; 3.37; 52.98;2343;;;;;
4;27;verb-first;literal;De fraudeurs wisten hun witwaspraktijken te verbergen, want ze leidden de agenten om de vijver bij huiszoekingen.;vijver; 2.28; 4.32;212;;;;;
4;28;verb-final;literal;Sascha merkte dat Nathan geschrokken was van het ongeluk, omdat hij uit zijn actie was maandagavond.;actie; 3.24; 39.81;2025;;;;;
4;29;verb-final;literal;Vera was erg tevreden over het verloop van het evenement, omdat het op papiertjes liep vorig weekend.;papiertjes; 1.34; 0.48;132;;;;;
4;30;verb-final;literal;Neeltje zei dat Floris wel iets zuiniger mocht leven, omdat hij een gat in zijn pols had sinds zijn loonsverhoging.;pols; 2.78; 13.65;831;;;;;
4;31;verb-final;literal;Bij die protestactie moest de oproerpolitie optreden, omdat het uit de beren liep op het Malieveld.;beren; 2.61; 9.38;1474;;;;;
4;32;verb-final;literal;Alieke vond dat Alex wel iets bescheidener mocht zijn, omdat hij naast zijn veters liep zo langzamerhand.;veters; 2.10; 2.88;179;;;;;
4;33;verb-final;literal;Johan ontdekte dat de HAVO eigenlijk te moeilijk voor hem was, omdat hij op zijn dijen liep het afgelopen jaar.;dijen; 2.20; 3.59;237;;;;;
4;34;verb-final;literal;Groningen zal geen last meer hebben van die pyromaan, omdat hij tegen de kaars liep dinsdagavond.;kaars; 2.41; 5.88;752;;;;;
4;35;verb-final;literal;Het was dom van de minister om de omstreden Betuwelijn zo te prijzen, omdat hij olie op het kamp gooide daardoor.;kamp; 3.26; 41.73;1990;;;;;
4;36;verb-final;literal;Uiteindelijk bekende de dief toch schuld, omdat de agent hem uit zijn camping lokte in de verhoorkamer.;camping; 1.83; 1.53;73;;;;;
4;37;verb-final;literal;Na lang twijfelen deed Sara toch mee, omdat Steven haar over de lijn trok met zijn argumenten.;lijn; 3.48; 68.72;3625;;;;;
4;38;verb-final;literal;Uiteindelijk wist de rechercheur alles van de verdachte, omdat hij hem onder de bril nam in zijn onderzoek.;bril; 3.03; 24.49;1120;;;;;
4;39;verb-final;literal;Na het overlijden van zijn ouders hoefde David niet naar een pleeggezin, omdat opa hem onder zijn vliegtuig nam gelukkig.;vliegtuig; 3.59; 89.92;4817;;;;;
